종목코드 , 회사명, 배당기록 
006140, 피제이전자,2012년:150 2013년:200 2014년:200 2015년:220 
006380, 카프로,2011년:1000 2012년:250 2013년:- 2014년:- 
049070, 인탑스,2012년:450 2013년:500 2014년:250 2015년:350 
029460, 케이씨텍,2012년:20 2013년:70 2014년:100 2015년:150 
051390, YW,2011년:50 2012년:100 2013년:100 2014년:100 
027040, 서울전자통신,2011년:15 2012년:- 2013년:- 2014년:- 
042420, 네오위즈홀딩스,2012년:- 2013년:- 2014년:- 2015년:330 
009410, 태영건설,2011년:100 2012년:100 2013년:- 2014년:- 
042660, 대우조선해양,2012년:250 2013년:300 2014년:150 2015년:- 
016170, 로엔,2011년:170 2012년:189 2013년:- 2014년:711 
019680, 대교,2012년:210 2013년:210 2014년:230 2015년:240 
100250, 진양홀딩스,2012년:110 2013년:135 2014년:165 2015년:140 
039030, 이오테크닉스,2012년:100 2013년:100 2014년:200 2015년:100 
052220, iMBC,2012년:45 2013년:45 2014년:30 2015년:30 
034810, 해성산업,2012년:100 2013년:100 2014년:100 2015년:100 
052460, 아이크래프트,2012년:80 2013년:50 2014년:70 2015년:100 
051370, 인터플렉스,2012년:- 2013년:- 2014년:- 2015년:- 
019440, 세아특수강,2012년:600 2013년:750 2014년:800 2015년:700 
006370, 대구백화점,2013년:400 2014년:600 2015년:600 2016년:400 
079370, 제우스,2012년:- 2013년:200 2014년:200 2015년:300 
027050, 코리아나,2012년:- 2013년:- 2014년:- 2015년:50 
010620, 현대미포조선,2011년:2000 2012년:1500 2013년:800 2014년:- 
012800, 대창,2011년:- 2012년:30 2013년:- 2014년:- 
051380, 피씨디렉트,2012년:30 2013년:- 2014년:- 2015년:- 
065530, 전파기지국,2012년:500 2013년:500 2014년:500 2015년:500 
065770, CS,2012년:- 2013년:- 2014년:- 2015년:- 
066620, 국보디자인,2012년:200 2013년:230 2014년:250 2015년:250 
101390, 아이엠,2012년:50 2013년:- 2014년:- 2015년:- 
049720, 고려신용정보,2012년:50 2013년:50 2014년:75 2015년:150 
005900, 동양건설,2010년:500 2011년:- 2012년:- 2013년:- 
069330, 유아이디,2011년:150 2012년:150 2013년:150 2014년:100 
000210, 대림산업,2012년:500 2013년:100 2014년:100 2015년:300 
001540, 안국약품,2012년:130 2013년:205 2014년:205 2015년:220 
003960, 사조대림,2011년:200 2012년:- 2013년:- 2014년:200 
068240, 다원시스,2012년:60 2013년:60 2014년:60 2015년:50 
003720, 삼영화학,2011년:150 2012년:50 2013년:- 2014년:- 
078600, 대주전자재료,2012년:100 2013년:- 2014년:- 2015년:- 
036890, 진성티이씨,2012년:100 2013년:100 2014년:120 2015년:150 
090730, SIMPAC METALLOY,2012년:100 2013년:80 2014년:80 2015년:50 
034230, 파라다이스,2012년:200 2013년:350 2014년:600 2015년:375 
013520, 화승알앤에이,2012년:250 2013년:250 2014년:250 2015년:500 
009270, 신원,2011년:- 2012년:- 2013년:- 2014년:- 
075580, 세진중공업,2012년:- 2013년:- 2014년:- 2015년:100 
095190, 이엠코리아,2011년:50 2012년:50 2013년:- 2014년:- 
001790, 대한제당,2012년:625 2013년:500 2014년:550 2015년:450 
194370, 제이에스코퍼레이션,2012년:- 2013년:6210 2014년:- 2015년:250 
098460, 고영,2012년:200 2013년:350 2014년:300 2015년:300 
002880, 대유에이텍,2012년:30 2013년:30 2014년:50 2015년:40 
101160, 월덱스,2012년:100 2013년:50 2014년:- 2015년:- 
004800, 효성,2012년:1000 2013년:1000 2014년:2000 2015년:3500 
000440, 중앙에너비스,2012년:800 2013년:800 2014년:800 2015년:800 
001530, 동일방직,2012년:750 2013년:1000 2014년:625 2015년:625 
002620, 제일약품,2012년:60 2013년:40 2014년:60 2015년:60 
130960, CJ E&M,2012년:- 2013년:- 2014년:- 2015년:200 
079940, 가비아,2012년:20 2013년:20 2014년:20 2015년:30 
040910, 아이씨디,2012년:- 2013년:- 2014년:100 2015년:- 
058430, 포스코강판,2012년:- 2013년:- 2014년:- 2015년:750 
115310, 인포바인,2012년:780 2013년:810 2014년:- 2015년:1750 
140520, 대창스틸,2012년:100 2013년:100 2014년:150 2015년:150 
089980, 상아프론테크,2012년:75 2013년:115 2014년:107 2015년:140 
023590, 다우기술,2012년:130 2013년:130 2014년:130 2015년:150 
001780, 알루코,2012년:- 2013년:- 2014년:- 2015년:50 
002870, 신풍제지,2011년:- 2012년:1000 2013년:500 2014년:500 
023350, 한국종합기술,2012년:100 2013년:100 2014년:100 2015년:100 
112040, 위메이드,2011년:991 2012년:- 2013년:- 2014년:- 
025530, SJM홀딩스,2012년:100 2013년:150 2014년:200 2015년:200 
049960, 쎌바이오텍,2012년:150 2013년:150 2014년:150 2015년:400 
060980, 한라홀딩스,2012년:1000 2013년:1200 2014년:500 2015년:1200 
102460, 이연제약,2012년:200 2013년:150 2014년:250 2015년:300 
004830, 덕성,2012년:45 2013년:45 2014년:45 2015년:20 
002410, 범양건영,2012년:- 2013년:- 2014년:- 2015년:- 
044490, 태웅,2012년:- 2013년:- 2014년:- 2015년:- 
099320, 쎄트렉아이,2012년:260 2013년:180 2014년:150 2015년:220 
079950, LIG에이디피,2011년:- 2012년:- 2013년:- 2014년:- 
086250, 화신테크,2012년:50 2013년:60 2014년:60 2015년:20 
010040, 한국내화,2012년:50 2013년:50 2014년:50 2015년:50 
011370, 서한,2012년:5 2013년:15 2014년:20 2015년:25 
037950, 한성엘컴텍,2012년:- 2013년:- 2014년:- 2015년:- 
056000, 코원,2012년:- 2013년:- 2014년:- 2015년:- 
114450, KPX생명과학,2011년:225 2012년:600 2013년:- 2014년:- 
037710, 광주신세계,2012년:1250 2013년:1250 2014년:1250 2015년:1250 
009290, 광동제약,2012년:60 2013년:70 2014년:80 2015년:80 
017900, 광전자,2011년:- 2012년:- 2013년:- 2014년:- 
001570, 금양,2012년:35 2013년:45 2014년:60 2015년:60 
000240, 한국타이어월드와이드,2012년:400 2013년:300 2014년:300 2015년:300 
000480, 조선내화,2012년:3500 2013년:4000 2014년:4000 2015년:4000 
049950, 미래컴퍼니,2012년:150 2013년:- 2014년:- 2015년:100 
046440, KG모빌리언스,2012년:100 2013년:125 2014년:150 2015년:150 
069540, 빛과전자,2012년:- 2013년:- 2014년:- 2015년:- 
000220, 유유제약,2013년:160 2014년:180 2015년:180 2016년:180 
130500, 금호엔티,2012년:- 2013년:50 2014년:75 2015년:90 
105740, 디케이락,2012년:100 2013년:100 2014년:200 2015년:150 
130740, 티피씨글로벌,2012년:30 2013년:- 2014년:20 2015년:40 
079960, 동양이엔피,2012년:300 2013년:300 2014년:300 2015년:300 
058400, KNN,2012년:300 2013년:250 2014년:250 2015년:250 
012450, 한화테크윈,2012년:500 2013년:500 2014년:- 2015년:300 
221610, 한솔씨앤피,2012년:- 2013년:- 2014년:- 2015년:500 
090740, 연이정보통신,2012년:- 2013년:- 2014년:- 2015년:70 
012690, 모나리자,2012년:25 2013년:- 2014년:- 2015년:50 
036640, HRS,2012년:20 2013년:70 2014년:80 2015년:30 
034220, LG디스플레이,2012년:- 2013년:- 2014년:500 2015년:500 
033130, 디지틀조선,2012년:40 2013년:40 2014년:40 2015년:40 
014620, 성광벤드,2012년:150 2013년:150 2014년:150 2015년:150 
058650, 세아홀딩스,2012년:1750 2013년:1750 2014년:1800 2015년:1750 
012200, 계양전기,2012년:50 2013년:50 2014년:45 2015년:55 
032040, C&S자산관리,2011년:300 2012년:375 2013년:150 2014년:- 
060720, KH바텍,2012년:- 2013년:370 2014년:500 2015년:300 
115530, 씨엔플러스,2012년:50 2013년:- 2014년:- 2015년:- 
032280, 삼일,2012년:- 2013년:- 2014년:- 2015년:70 
015710, 코콤,2012년:50 2013년:50 2014년:100 2015년:125 
054050, 농우바이오,2012년:250 2013년:250 2014년:250 2015년:250 
016800, 퍼시스,2012년:700 2013년:700 2014년:700 2015년:700 
001560, 제일연마,2012년:160 2013년:200 2014년:200 2015년:160 
073190, 듀오백코리아,2011년:240 2012년:150 2013년:- 2014년:- 
000230, 일동제약,2012년:150 2013년:160 2014년:200 2015년:300 
045100, 한양이엔지,2012년:- 2013년:120 2014년:150 2015년:200 
105550, 트루윈,2012년:- 2013년:50 2014년:25 2015년:- 
023530, 롯데쇼핑,2012년:1500 2013년:1500 2014년:2000 2015년:2000 
001500, HMC투자증권,2013년:150 2013년:- 2014년:150 2015년:450 
003920, 남양유업,2012년:1000 2013년:1000 2014년:1000 2015년:1000 
000650, 천일고속,2012년:- 2013년:- 2014년:- 2015년:6000 
046890, 서울반도체,2012년:31 2013년:146 2014년:- 2015년:75 
025950, 동신건설,2012년:100 2013년:200 2014년:100 2015년:100 
104460, 동양피엔에프,2012년:25 2013년:50 2014년:120 2015년:120 
001740, SK네트웍스,2012년:150 2013년:- 2014년:100 2015년:100 
075130, 플랜티넷,2012년:330 2013년:330 2014년:150 2015년:150 
079970, 투비소프트,2012년:- 2013년:70 2014년:45 2015년:- 
011790, SKC,2012년:500 2013년:500 2014년:550 2015년:750 
161890, 한국콜마,2013년:105 2013년:105 2014년:160 2015년:200 
035760, CJ오쇼핑,2012년:2000 2013년:2000 2014년:2500 2015년:2500 
013720, 청보산업,2012년:50 2013년:50 2014년:50 2015년:25 
033340, 좋은사람들,2011년:- 2012년:20 2013년:- 2014년:10 
012630, 현대산업,2012년:200 2013년:50 2014년:300 2015년:500 
011300, 성안,2012년:- 2013년:- 2014년:- 2015년:10 
035510, 신세계 I&C,2012년:1000 2013년:1000 2014년:1000 2015년:1000 
009470, 삼화전기,2012년:50 2013년:50 2014년:50 2015년:30 
222980, 한국맥널티,2012년:- 2013년:- 2014년:- 2015년:100 
079980, 휴비스,2012년:300 2013년:300 2014년:300 2015년:300 
054040, 한국컴퓨터,2012년:120 2013년:130 2014년:120 2015년:130 
078890, 가온미디어,2012년:50 2013년:70 2014년:100 2015년:100 
192390, 윈하이텍,2012년:- 2013년:- 2014년:100 2015년:70 
210980, SK디앤디,2012년:- 2013년:- 2014년:2600 2015년:400 
002820, 선창산업,2012년:95 2013년:115 2014년:165 2015년:182 
043150, 바텍,2012년:100 2013년:100 2014년:100 2015년:100 
103140, 풍산,2012년:450 2013년:450 2014년:600 2015년:500 
000640, 동아쏘시오홀딩스,2012년:1000 2013년:1000 2014년:1000 2015년:1000 
128660, 피제이메탈,2012년:75 2013년:75 2014년:90 2015년:100 
105560, KB금융,2012년:600 2013년:500 2014년:780 2015년:980 
000880, 한화,2012년:450 2013년:400 2014년:500 2015년:500 
089790, 제이티,2011년:- 2012년:- 2013년:- 2014년:130 
000400, 롯데손해보험,2012년:- 2013년:- 2013년:- 2014년:- 
200710, 에이디테크놀로지,2012년:- 2013년:- 2014년:- 2015년:250 
086280, 현대글로비스,2012년:1500 2013년:1500 2014년:2000 2015년:3000 
011780, 금호석유,2012년:2000 2013년:1500 2014년:1500 2015년:800 
033100, 제룡전기,2012년:50 2013년:50 2014년:50 2015년:55 
010690, 화신,2012년:100 2013년:100 2014년:100 2015년:100 
012620, 원일특강,2012년:70 2013년:70 2014년:80 2015년:80 
012860, 서연전자,2012년:30 2013년:30 2014년:50 2015년:50 
008370, 원풍,2012년:110 2013년:110 2014년:125 2015년:140 
007280, 한국특수형강,2012년:750 2013년:300 2014년:250 2015년:- 
193250, 와이제이엠게임즈,-년:- 2013년:- 2014년:- 2015년:50 
000890, 보해양조,2012년:- 2013년:- 2014년:- 2015년:- 
023790, 동일철강,2011년:- 2012년:- 2013년:- 2014년:- 
069510, 에스텍,2012년:250 2013년:280 2014년:380 2015년:310 
020000, 한섬,2012년:300 2013년:300 2014년:300 2015년:300 
048830, 엔피케이,2012년:30 2013년:50 2014년:30 2015년:30 
024880, 케이피에프,2012년:150 2013년:120 2014년:100 2015년:150 
101170, 우림기계,2012년:50 2013년:35 2014년:75 2015년:50 
102260, 동성코퍼레이션,2012년:100 2013년:100 2014년:170 2015년:200 
103590, 일진전기,2012년:50 2013년:70 2014년:80 2015년:80 
000430, 대원강업,2012년:110 2013년:120 2014년:120 2015년:125 
044450, KSS해운,2012년:90 2013년:130 2014년:200 2015년:260 
043360, 디지아이,2012년:50 2013년:50 2014년:50 2015년:50 
067570, 엔브이에이치코리아,2012년:50 2013년:100 2014년:100 2015년:120 
001520, 동양,2012년:- 2013년:- 2014년:- 2015년:100 
065150, MPK,2011년:20 2012년:20 2013년:10 2014년:5 
092730, 네오팜,2012년:75 2013년:100 2014년:250 2015년:250 
033310, 디케이디앤아이,2012년:- 2013년:- 2014년:- 2015년:50 
013990, 아가방컴퍼니,2011년:80 2012년:40 2013년:40 2014년:- 
058850, KTcs,2012년:100 2013년:120 2014년:120 2015년:100 
010240, 흥국,2012년:150 2013년:100 2014년:100 2015년:100 
058610, 에스피지,2012년:200 2013년:200 2014년:200 2015년:50 
033560, 블루콤,2012년:200 2013년:300 2014년:400 2015년:400 
014830, 유니드,2012년:750 2013년:1000 2014년:1100 2015년:1100 
058860, 케이티스,2012년:100 2013년:120 2014년:120 2015년:100 
011320, 유니크,2012년:50 2013년:65 2014년:75 2015년:100 
007070, GS리테일,2012년:400 2013년:450 2014년:600 2015년:850 
082920, 비츠로셀,2014년:60 2014년:- 2015년:45 2016년:75 
151860, KG ETS,2012년:- 2013년:50 2014년:100 2015년:100 
001770, 신화실업,2012년:300 2013년:150 2014년:200 2015년:350 
000680, LS네트웍스,2012년:50 2013년:10 2014년:10 2015년:- 
136480, 하림,2011년:50 2012년:- 2013년:- 2014년:- 
002600, 조흥,2012년:2500 2013년:1500 2014년:2500 2015년:2500 
043370, 평화정공,2012년:140 2013년:140 2014년:140 2015년:140 
023760, 한국캐피탈,2013년:40 2013년:25 2014년:20 2015년:26 
064290, 인텍플러스,2012년:50 2013년:- 2014년:- 2015년:- 
000660, SK하이닉스,2012년:- 2013년:- 2014년:300 2015년:500 
001750, 한양증권,2013년:250 2014년:250 2014년:350 2015년:400 
002840, 미원상사,2012년:1800 2013년:- 2014년:- 2015년:- 
041190, 우리기술투자,2011년:10 2012년:- 2013년:- 2014년:15 
001510, SK증권,2012년:- 2013년:- 2013년:- 2014년:- 
086060, 진바이오텍,2012년:30 2013년:30 2014년:30 2015년:30 
011560, 세보엠이씨,2012년:125 2013년:100 2014년:125 2015년:175 
033320, 제이씨현시스템,2012년:- 2013년:15 2014년:15 2015년:15 
010470, 오리콤,2012년:150 2013년:200 2014년:200 2015년:200 
014820, 동원시스템즈,2012년:- 2013년:- 2014년:250 2015년:250 
115570, 스타플렉스,2012년:200 2013년:200 2014년:- 2015년:- 
036830, 솔브레인,2012년:375 2013년:450 2014년:450 2015년:500 
136490, 선진,2012년:100 2013년:100 2014년:100 2015년:100 
009240, 한샘,2012년:600 2013년:700 2014년:850 2015년:1000 
053160, 프리엠스,2012년:50 2013년:50 2014년:50 2015년:50 
067310, 하나마이크론,2012년:- 2013년:- 2014년:100 2015년:50 
000670, 영풍,2012년:7500 2013년:7500 2014년:7500 2015년:9750 
045300, 성우테크론,2012년:45 2013년:50 2014년:25 2015년:25 
069730, DSR제강,2012년:30 2013년:30 2014년:30 2015년:40 
005500, 삼진제약,2012년:300 2013년:400 2014년:500 2015년:600 
048470, 대동스틸,2012년:30 2013년:30 2014년:30 2015년:30 
036490, SK머티리얼즈,2012년:2850 2013년:500 2014년:1000 2015년:2560 
012280, 영화금속,2012년:20 2013년:20 2014년:30 2015년:50 
036010, 아비코전자,2012년:30 2013년:70 2014년:150 2015년:200 
122800, 썬텍,2012년:60 2013년:- 2014년:- 2015년:150 
086980, 쇼박스,2012년:- 2013년:- 2014년:- 2015년:50 
041830, 인바디,2012년:40 2013년:40 2014년:60 2015년:80 
005750, 대림B&Co,2012년:- 2013년:67 2014년:100 2015년:130 
002240, 고려제강,2012년:350 2013년:350 2014년:350 2015년:350 
006840, AK홀딩스,2012년:150 2013년:200 2014년:350 2015년:500 
000060, 메리츠화재,2013년:300 2013년:320 2014년:380 2015년:570 
060590, 씨티씨바이오,2011년:- 2012년:- 2013년:- 2014년:- 
002000, 한국유리,2012년:- 2013년:- 2014년:100 2015년:775 
210540, 디와이파워,-년:- -년:- 2014년:- 2015년:100 
114190, 웰크론강원,2011년:150 2012년:50 2013년:30 2014년:- 
175330, JB금융지주,-년:- 2013년:100 2014년:100 2015년:50 
001390, KG케미칼,2012년:150 2013년:1000 2014년:350 2015년:350 
005990, 매일유업,2012년:125 2013년:125 2014년:125 2015년:125 
003570, S&T중공업,2012년:300 2013년:150 2014년:100 2015년:200 
029960, 코엔텍,2012년:- 2013년:25 2014년:25 2015년:25 
155960, 지디,-년:- 2012년:150 2013년:200 2014년:100 
094360, 칩스앤미디어,2012년:- 2013년:- 2014년:- 2015년:170 
097870, 효성오앤비,2013년:200 2014년:230 2015년:250 2016년:200 
038680, 에스넷,2012년:50 2013년:100 2014년:50 2015년:25 
013360, 일성건설,2012년:150 2013년:150 2014년:- 2015년:250 
017960, 한국카본,2012년:70 2013년:100 2014년:120 2015년:130 
037350, 성도이엔지,2012년:50 2013년:70 2014년:50 2015년:50 
051630, 진양화학,2012년:100 2013년:185 2014년:215 2015년:125 
013120, 동원개발,2012년:400 2013년:450 2014년:650 2015년:100 
012030, 동부CNI,2012년:100 2013년:- 2014년:- 2015년:- 
217190, 제너셈,2012년:- 2013년:50 2014년:50 2015년:50 
087600, 픽셀플러스,2012년:- 2013년:300 2014년:150 2015년:100 
000050, 경방,2012년:- 2013년:250 2014년:500 2015년:1250 
004650, 창해에탄올,2012년:- 2013년:- 2014년:500 2015년:500 
001140, 국보,2012년:50 2013년:50 2014년:50 2015년:50 
002230, 피에스텍,2012년:50 2013년:50 2014년:50 2015년:50 
005740, 크라운제과,2012년:1000 2013년:1000 2014년:1000 2015년:2000 
004890, 동일산업,2012년:1250 2013년:750 2014년:1000 2015년:600 
104120, 신성에프에이,2012년:- 2013년:- 2014년:- 2015년:- 
053800, 안랩,2012년:400 2013년:200 2014년:300 2015년:500 
007700, F&F,2012년:100 2013년:100 2014년:150 2015년:200 
039980, 리노스,2012년:100 2013년:- 2014년:50 2015년:50 
017510, 세명전기,2012년:70 2013년:80 2014년:80 2015년:80 
037560, CJ헬로비전,2012년:- 2013년:75 2014년:75 2015년:75 
039740, 한국정보공학,2011년:- 2012년:- 2013년:- 2014년:- 
086520, 에코프로,2012년:- 2013년:- 2014년:- 2015년:- 
119860, 다나와,2012년:200 2013년:220 2014년:220 2015년:250 
170900, 동아에스티,-년:- 2013년:250 2014년:750 2015년:1000 
183190, 아세아시멘트,-년:- 2013년:1250 2014년:1500 2015년:1500 
002020, 코오롱,2012년:500 2013년:500 2014년:500 2015년:500 
023160, 태광,2012년:15 2013년:15 2014년:15 2015년:100 
000080, 하이트진로,2012년:1250 2013년:1100 2014년:1000 2015년:1000 
003350, 한국화장품제조,2011년:- 2012년:- 2013년:- 2014년:- 
093050, LF,2012년:400 2013년:400 2014년:500 2015년:500 
099830, 씨그널정보통신,2012년:- 2013년:- 2014년:- 2015년:- 
072130, 유엔젤,2012년:150 2013년:150 2014년:100 2015년:100 
069140, 누리플랜,2012년:- 2013년:- 2014년:- 2015년:- 
071280, 로체시스템즈,2011년:- 2012년:- 2013년:50 2014년:- 
036480, 대성미생물,2012년:850 2013년:850 2014년:850 2015년:1000 
014470, 리홈,2012년:- 2013년:- 2014년:- 2015년:- 
035150, 백산,2012년:60 2013년:80 2014년:60 2015년:60 
068290, 삼성출판사,2012년:100 2013년:100 2014년:100 2015년:130 
036000, 예림당,2011년:150 2012년:150 2013년:150 2014년:150 
037330, 인지디스플레,2012년:50 2013년:50 2014년:50 2015년:50 
200780, 비씨월드제약,2012년:500 2013년:500 2014년:100 2015년:- 
119850, 지엔씨에너지,2012년:- 2013년:50 2014년:70 2015년:80 
117670, 알파칩스,2012년:60 2013년:70 2014년:70 2015년:40 
144620, 코오롱머티리얼,-년:- 2012년:100 2013년:200 2014년:- 
084110, 휴온스글로벌,2012년:150 2013년:200 2014년:400 2015년:550 
189980, 흥국에프엔비,2012년:- 2013년:100 2014년:200 2015년:200 
059100, 아이컴포넌트,2012년:- 2013년:- 2014년:- 2015년:100 
119610, 인터로조,2012년:70 2013년:70 2014년:70 2015년:120 
004430, 송원산업,2012년:80 2013년:70 2014년:60 2015년:70 
003100, 선광,2012년:400 2013년:400 2014년:500 2015년:350 
000070, 삼양홀딩스,2012년:1500 2013년:1250 2014년:1500 2015년:1500 
060560, 홈센타,2012년:- 2013년:- 2014년:- 2015년:50 
002250, 근화제약,2011년:600 2012년:- 2013년:- 2014년:- 
051600, 한전KPS,2012년:1440 2013년:1520 2014년:1670 2015년:1690 
048430, 유라테크,2012년:100 2013년:100 2014년:100 2015년:135 
096350, 대창솔루션,2012년:50 2013년:30 2014년:30 2015년:30 
005940, NH투자증권,2013년:100 2013년:50 2014년:160 2015년:400 
071050, 한국금융지주,2013년:600 2013년:200 2014년:700 2015년:1000 
011390, 부산산업,2012년:- 2013년:- 2014년:250 2015년:250 
015750, 성우하이텍,2012년:200 2013년:200 2014년:200 2015년:200 
036690, 코맥스,2012년:100 2013년:100 2014년:60 2015년:60 
010060, OCI,2011년:2200 2012년:400 2013년:- 2014년:200 
013570, 디와이,2012년:200 2013년:150 2014년:230 2015년:110 
138360, 에이씨티,2012년:- 2013년:175 2014년:175 2015년:60 
033180, 필룩스,2012년:30 2013년:35 2014년:40 2015년:- 
009070, KCTC,2012년:250 2013년:250 2014년:30 2015년:35 
002680, 영남제분,2011년:- 2012년:25 2013년:- 2014년:- 
026890, 디피씨,2012년:50 2013년:50 2014년:50 2015년:50 
005950, 이수화학,2012년:450 2013년:450 2014년:100 2015년:300 
003530, 한화투자증권,2013년:- 2013년:- 2014년:70 2015년:- 
095270, 웨이브일렉트로,2011년:- 2012년:- 2013년:- 2014년:- 
049770, 동원F&B,2012년:1500 2013년:2000 2014년:3000 2015년:2500 
000020, 동화약품,2012년:80 2013년:70 2014년:80 2015년:80 
131970, 테스나,-년:- -년:- 2013년:170 2014년:120 
068270, 셀트리온,2012년:90 2013년:30 2014년:50 2015년:30 
002420, 세기상사,2011년:- 2012년:- 2013년:- 2014년:- 
005930, 삼성전자,2012년:8000 2013년:14300 2014년:20000 2015년:21000 
004840, DRB동일,2012년:57 2013년:56 2014년:75 2015년:74 
196490, 디에이테크놀로지,2012년:400 2013년:400 2014년:50 2015년:50 
108790, 인터파크,2012년:- 2013년:- 2014년:100 2015년:250 
036460, 한국가스공사,2012년:1640 2013년:- 2014년:250 2015년:170 
078930, GS,2012년:1350 2013년:1350 2014년:1200 2015년:1500 
010050, 금호종금,2012년:- 2013년:- 2014년:- 2014년:- 
084370, 유진테크,2012년:150 2013년:150 2014년:150 2015년:200 
058470, 리노공업,2012년:1000 2013년:550 2014년:700 2015년:800 
086790, 하나금융지주,2012년:450 2013년:400 2014년:600 2015년:650 
000490, 대동공업,2012년:50 2013년:50 2014년:60 2015년:50 
073490, 이노와이어리스,2011년:180 2012년:150 2013년:- 2014년:- 
001340, 백광산업,2011년:500 2012년:40 2013년:- 2014년:- 
023150, MH에탄올,2012년:- 2013년:- 2014년:200 2015년:250 
094170, 동운아나텍,2012년:20 2013년:90 2014년:100 2015년:140 
000250, 삼천당제약,2012년:50 2013년:50 2014년:75 2015년:50 
049520, 유아이엘,2012년:100 2013년:500 2014년:600 2015년:620 
060540, 에스에이티,2012년:50 2013년:- 2014년:- 2015년:- 
067170, 오텍,2012년:50 2013년:50 2014년:70 2015년:70 
027710, 팜스토리,2012년:- 2013년:25 2014년:25 2015년:- 
047560, 이스트소프트,2011년:100 2012년:- 2013년:- 2014년:- 
073010, 케이에스피,2011년:125 2012년:- 2013년:- 2014년:- 
003300, 한일시멘트,2012년:1000 2013년:1400 2014년:1500 2015년:1500 
005720, 넥센,2012년:400 2013년:500 2014년:550 2015년:550 
109610, 에스와이패널,2012년:- 2013년:- 2014년:- 2015년:- 
011170, 롯데케미칼,2012년:1000 2013년:1000 2014년:1000 2015년:2500 
014680, 한솔케미칼,2012년:500 2013년:500 2014년:600 2015년:800 
037760, 쎄니트,2012년:- 2013년:- 2014년:20 2015년:30 
014200, 광림,2012년:- 2013년:- 2014년:- 2015년:- 
036670, KCI,2012년:50 2013년:75 2014년:90 2015년:130 
014440, 영보화학,2012년:50 2013년:100 2014년:100 2015년:100 
058220, 아리온,2012년:150 2013년:- 2014년:- 2015년:- 
033160, 엠케이전자,2012년:150 2013년:160 2014년:150 2015년:120 
016610, 동부증권,2012년:- 2013년:250 2013년:- 2014년:100 
003550, LG,2012년:1000 2013년:1000 2014년:1000 2015년:1300 
002460, 화성산업,2012년:100 2013년:250 2014년:400 2015년:520 
001130, 대한제분,2012년:2500 2013년:2000 2014년:2500 2015년:2000 
002220, 한일철강,2011년:- 2012년:250 2013년:400 2014년:150 
003310, 대주산업,2012년:- 2013년:- 2014년:- 2015년:25 
025540, 한국단자,2012년:300 2013년:350 2014년:450 2015년:600 
130660, 한전산업,2012년:27 2013년:198 2014년:134 2015년:169 
067160, 아프리카TV,2012년:110 2013년:115 2014년:150 2015년:200 
002200, 수출포장,2012년:750 2013년:500 2014년:500 2015년:500 
005710, 대원산업,2012년:75 2013년:75 2014년:125 2015년:125 
109860, 동일금속,2012년:200 2013년:150 2014년:140 2015년:160 
006800, 미래에셋대우,2013년:120 2013년:- 2014년:250 2015년:330 
044060, 조광ILI,2012년:80 2013년:80 2014년:80 2015년:80 
013580, 계룡건설,2011년:100 2012년:- 2013년:- 2014년:- 
011160, 두산건설,2012년:- 2013년:- 2014년:100 2015년:- 
015760, 한국전력,2012년:- 2013년:90 2014년:500 2015년:3100 
017940, E1,2012년:1600 2013년:2000 2014년:2000 2015년:2600 
038620, 위즈정보기술,2012년:- 2013년:- 2014년:- 2015년:- 
036200, 유니셈,2012년:- 2013년:- 2014년:- 2015년:60 
163560, 동일고무벨트,2012년:59 2013년:58 2014년:77 2015년:76 
058450, 일야,2012년:- 2013년:- 2014년:70 2015년:110 
034020, 두산중공업,2012년:750 2013년:750 2014년:750 2015년:850 
119650, KC코트렐,2012년:470 2013년:100 2014년:- 2015년:- 
054090, 삼진엘앤디,2012년:70 2013년:50 2014년:- 2015년:50 
161390, 한국타이어,2012년:400 2013년:400 2014년:400 2015년:400 
139480, 이마트,2012년:1500 2013년:1500 2014년:1500 2015년:1500 
016600, 큐캐피탈,2012년:14 2013년:- 2014년:- 2015년:- 
032080, 아즈텍WB,2012년:50 2013년:- 2014년:50 2015년:50 
000270, 기아차,2012년:650 2013년:700 2014년:1000 2015년:1100 
002450, 삼익악기,2012년:- 2013년:50 2014년:50 2015년:50 
003780, 진양산업,2012년:200 2013년:150 2014년:150 2015년:200 
094190, 이엘케이,2012년:- 2013년:- 2014년:- 2015년:- 
001120, LG상사,2012년:500 2013년:300 2014년:300 2015년:200 
003540, 대신증권,2013년:500 2013년:200 2014년:250 2015년:500 
002210, 동성제약,2011년:30 2012년:30 2013년:30 2014년:- 
005960, 동부건설,2012년:- 2013년:- 2014년:- 2015년:- 
071090, 하이스틸,2011년:150 2012년:350 2013년:100 2014년:150 
089600, 나스미디어,2012년:177 2013년:170 2014년:290 2015년:360 
000030, 우리은행,2012년:- 2013년:- 2014년:500 2015년:500 
002690, 동일제강,2012년:- 2013년:- 2014년:- 2015년:20 
025550, 한국선재,2012년:- 2013년:- 2014년:100 2015년:100 
052330, 코텍,2012년:250 2013년:250 2014년:200 2015년:250 
053660, 현진소재,2012년:50 2013년:- 2014년:- 2015년:- 
032960, 동일기연,2012년:60 2013년:60 2014년:60 2015년:60 
019990, 에너토크,2012년:100 2013년:70 2014년:100 2015년:70 
051490, 나라엠앤디,2012년:120 2013년:120 2014년:120 2015년:110 
066970, 엘앤에프,2012년:20 2013년:20 2014년:20 2015년:20 
